lines_of_code,cyclomatic_complexity,number_of_functions,number_of_parameters,nested_depth,if_statement_count,loop_count,imports_count,dependency_count,duplicate_code_score,exception_handling_count,database_queries,external_api_calls,cpu_usage,memory_usage,average_response_time,test_coverage,historical_bug_count,api_failure
4060,61,58,70,4,45,39,17,7,0.722,5,1,11,58.44,875.46,876.32,65.5,14,0
4603,35,93,115,11,35,24,34,29,0.212,9,1,6,77.19,647.11,2271.46,38.12,12,0
4961,8,64,181,6,12,38,24,5,0.136,1,12,0,74.71,936.45,3814.82,92.73,17,0
3717,24,12,121,3,15,27,10,2,0.471,2,10,12,4.25,987.65,392.21,99.19,9,0
2857,36,7,77,7,15,15,30,1,0.14,5,24,1,3.86,1712.72,363.98,64.89,39,0
4103,50,55,198,6,53,11,3,13,0.544,15,18,8,79.86,1374.22,1597.37,60.22,10,0
2481,43,62,28,3,4,28,37,7,0.392,5,19,8,55.02,905.24,2081.11,84.08,39,0
3263,27,90,92,4,51,22,3,5,0.088,12,0,6,91.0,1856.97,1090.19,51.62,39,0
3379,32,73,72,10,24,20,40,3,0.73,3,16,1,41.57,1555.57,144.28,86.95,46,0
705,78,98,99,5,37,15,5,4,0.539,14,19,4,17.61,184.65,1105.6,41.29,1,0
2180,18,77,175,9,37,25,28,20,0.437,5,17,3,45.48,341.95,2182.5,3.19,26,0
4008,28,55,73,6,49,36,44,12,0.299,0,7,1,42.04,196.64,406.34,92.66,44,0
4086,29,36,183,4,37,21,14,8,0.108,8,12,1,49.61,674.83,3582.3,72.15,49,0
1587,16,89,94,11,38,9,39,12,0.566,11,3,9,76.95,910.26,2764.98,51.08,43,0
58,47,24,16,11,55,6,11,28,0.651,10,18,7,62.62,1048.56,2177.86,94.49,7,0
2564,59,44,136,7,55,8,8,8,0.101,12,2,4,18.42,1748.45,2598.37,88.68,48,0
4895,31,17,96,2,47,24,37,23,0.396,0,5,7,70.04,68.2,3282.47,10.84,37,1
1276,4,2,161,4,40,14,8,23,0.388,18,5,1,56.64,895.43,4974.04,62.44,15,0
3010,37,13,172,5,25,12,12,15,0.28,3,21,1,55.36,860.57,3877.85,53.81,23,0
2216,17,31,8,4,58,25,15,11,0.631,4,5,10,64.76,1942.11,2706.41,77.65,22,0
3488,39,93,134,4,12,20,19,1,0.08,16,23,10,54.01,517.93,3854.96,30.08,13,0
2728,48,28,143,11,43,22,48,29,0.164,4,7,2,44.01,278.77,2381.37,0.81,26,1
321,46,60,18,9,50,27,46,18,0.001,18,24,10,61.2,318.8,1561.43,18.54,9,0
666,48,27,133,11,25,37,28,29,0.298,2,16,9,69.03,1080.61,1317.19,21.09,27,0
4778,39,15,113,2,54,11,7,15,0.233,10,9,7,22.22,820.06,2003.4,29.14,24,0
1779,4,95,138,6,54,23,40,23,0.694,1,23,14,47.72,1552.35,21.39,37.04,1,0
4371,30,79,124,8,0,12,7,12,0.597,13,4,7,44.07,683.54,893.01,70.66,44,0
617,30,33,60,8,7,39,30,4,0.068,5,18,2,4.75,289.97,641.4,7.42,32,0
681,22,20,41,11,3,1,18,22,0.593,18,10,0,79.44,811.94,4802.11,48.65,49,1
4350,75,42,12,7,20,38,24,29,0.54,0,9,6,36.47,1812.2,333.59,49.86,45,1
1388,66,12,139,10,21,11,6,23,0.225,6,2,3,7.83,849.54,2509.85,61.59,34,1
2601,12,73,84,11,50,38,4,5,0.012,1,21,2,44.04,1712.59,4599.39,31.05,46,0
3888,36,23,19,4,52,13,3,20,0.092,18,23,4,16.18,781.0,3041.53,25.98,40,1
3557,18,72,49,7,57,29,49,23,0.2,0,9,11,67.21,599.27,2481.39,48.39,12,0
4885,53,96,163,10,36,18,47,16,0.653,8,1,5,54.75,1594.12,3717.54,65.96,4,1
4328,71,14,91,6,48,30,6,16,0.372,16,8,13,26.39,453.82,1773.34,4.46,4,1
4578,1,91,87,11,2,24,26,16,0.735,9,4,0,90.34,499.37,976.64,29.36,21,0
302,58,25,68,6,18,3,44,2,0.631,5,20,11,28.42,132.42,4237.94,78.73,33,0
3698,6,77,36,2,0,12,38,25,0.23,2,16,11,53.17,410.7,292.34,48.42,0,0
1506,70,85,139,8,28,35,11,12,0.676,19,5,8,76.35,795.69,4040.89,95.18,16,0
4102,44,31,98,8,22,36,29,11,0.093,14,10,5,49.31,837.54,525.8,86.75,48,0
4203,72,54,124,11,32,2,20,5,0.029,19,4,2,91.32,879.99,3131.58,34.39,8,1
480,24,5,167,7,54,15,10,21,0.487,5,6,0,80.32,999.06,2390.47,72.63,9,0
2345,19,13,53,11,51,25,26,20,0.273,2,6,12,87.58,1184.97,4992.72,27.43,14,1
3774,18,28,129,9,40,39,48,28,0.264,9,3,8,36.03,413.89,1945.72,17.53,44,0
2488,30,43,177,8,22,38,27,12,0.55,11,20,1,52.55,1269.71,4786.86,88.1,28,0
1744,42,89,40,9,4,18,14,13,0.68,0,9,13,79.98,710.49,2024.86,35.02,24,0
1396,33,99,44,9,6,14,36,6,0.258,15,23,9,85.93,1511.77,3411.69,20.34,20,0
2763,74,47,102,6,56,31,12,4,0.26,16,17,5,89.77,1155.32,3221.87,96.5,16,0
534,12,71,105,2,57,20,23,13,0.427,9,0,5,83.64,1149.41,441.4,3.1,26,0
722,27,38,136,7,5,0,21,17,0.523,11,13,11,69.69,1413.94,3719.4,36.69,27,0
1673,39,96,189,3,48,5,8,3,0.162,18,5,2,3.28,703.37,1051.25,3.84,22,0
2086,9,67,127,7,21,26,39,0,0.73,7,10,10,30.61,897.33,1948.32,50.41,38,0
42,21,62,85,9,48,22,9,6,0.524,7,13,5,13.12,1207.12,3913.18,40.12,35,0
2480,76,39,46,10,12,30,24,19,0.5,9,19,13,15.55,881.86,4722.13,72.07,2,1
1324,29,37,4,10,11,11,31,12,0.723,9,2,1,28.35,927.62,2803.42,95.4,32,0
3320,33,86,0,2,3,20,25,3,0.726,17,15,7,8.03,581.33,2601.73,51.97,6,0
381,62,8,43,6,7,1,17,12,0.108,9,15,12,23.84,611.37,2529.57,28.54,4,0
3747,15,81,149,6,36,4,42,3,0.116,6,6,0,90.96,1441.1,4084.66,87.22,25,0
1304,2,52,37,9,30,8,29,2,0.61,3,7,5,30.32,40.63,4965.65,60.45,16,0
534,52,91,18,9,36,19,3,7,0.766,0,3,13,16.01,224.11,3171.62,55.35,16,0
468,44,33,158,5,44,17,21,19,0.533,10,11,0,68.52,1944.8,1899.33,18.86,46,0
1875,54,81,114,5,25,21,8,7,0.329,18,11,8,78.88,409.03,1101.13,4.06,2,0
4989,18,42,194,9,42,7,14,24,0.547,4,9,12,30.52,874.93,1002.12,46.14,2,0
3582,3,76,86,8,7,33,39,16,0.183,7,11,12,27.18,1744.97,4282.19,52.8,33,0
2540,7,27,169,7,39,8,16,14,0.798,1,10,8,23.73,32.21,4961.84,12.71,7,0
3101,43,8,122,8,32,6,18,3,0.345,1,10,5,37.97,1897.16,3492.97,5.94,44,1
1448,38,23,81,6,44,29,31,5,0.745,13,14,5,9.2,139.83,4779.59,21.61,5,0
3987,37,64,153,3,28,17,11,23,0.345,8,5,8,63.9,376.47,1756.48,6.31,36,0
942,58,93,140,7,4,26,38,29,0.743,9,10,13,78.29,90.67,3141.7,5.61,44,1
3157,33,20,57,8,27,15,20,21,0.269,12,1,4,63.39,1079.35,2563.31,44.42,21,1
2179,59,16,145,8,52,20,46,27,0.608,0,23,8,40.59,1933.28,2415.27,81.02,32,1
2567,11,17,66,1,39,4,45,5,0.761,13,21,4,28.16,1723.5,3165.54,66.4,49,0
2999,68,80,121,7,16,28,4,9,0.517,1,8,13,39.49,1321.73,1558.59,67.94,6,0
2301,68,19,86,3,54,36,20,3,0.542,3,10,13,40.84,405.95,3206.71,26.24,48,1
2669,22,8,130,2,22,21,31,8,0.082,18,15,3,63.61,1785.11,3367.58,1.11,39,1
333,66,38,54,2,44,13,20,15,0.379,0,12,1,88.24,1553.63,4182.21,45.06,18,0
2633,44,38,88,8,8,18,11,6,0.709,3,12,1,7.64,569.97,3655.1,37.71,47,1
3103,6,53,57,9,1,34,1,13,0.193,10,21,14,90.62,1655.06,1605.67,94.72,45,0
2276,42,93,62,3,31,23,44,26,0.631,12,21,12,86.56,1800.34,2259.49,7.2,9,0
1057,25,90,90,3,50,5,18,5,0.541,17,17,0,12.07,1439.62,610.69,77.64,22,0
3509,57,31,51,6,51,2,39,0,0.178,9,20,9,18.26,234.37,1293.9,38.54,1,0
2654,55,44,125,11,48,33,44,17,0.226,4,24,13,30.29,2016.24,2609.52,82.96,20,0
4003,16,60,23,10,30,1,33,11,0.342,0,0,2,53.61,185.22,512.8,49.49,23,0
1798,14,76,71,1,6,14,36,21,0.1,13,19,0,13.64,1351.42,2857.33,82.05,47,0
3915,39,17,8,6,29,36,18,26,0.731,15,9,12,19.83,254.82,1957.49,46.68,12,1
1144,28,79,109,3,57,14,47,14,0.591,17,18,5,85.85,1857.31,183.48,40.19,4,0
717,51,73,164,11,2,31,31,0,0.292,2,16,13,11.27,737.56,2177.89,96.37,17,0
2199,49,39,93,4,50,20,35,14,0.24,2,0,10,38.49,1063.19,1412.89,36.89,10,0
1424,9,42,116,9,50,16,39,14,0.552,3,0,12,72.72,392.38,344.22,80.53,36,0
1063,58,48,82,3,55,33,38,26,0.339,6,16,6,84.53,1133.87,1473.92,6.7,31,1
1949,45,12,180,1,8,31,15,15,0.183,12,14,8,32.59,1924.7,1477.53,6.26,27,1
1033,22,96,79,3,9,22,47,20,0.344,8,1,13,16.46,1849.69,1781.82,43.81,21,0
246,32,89,151,7,45,34,6,0,0.697,2,10,6,70.28,160.81,1838.71,58.56,44,0
1848,69,18,148,7,49,36,8,28,0.055,16,20,3,73.62,794.57,2154.56,60.85,27,1
4937,69,79,99,11,57,36,40,2,0.295,14,1,13,93.12,571.14,468.87,3.64,0,1
2043,42,96,39,5,46,32,22,11,0.77,9,19,3,14.12,1002.42,36.34,69.67,5,0
4986,53,6,102,1,25,24,1,27,0.012,14,8,7,67.69,1712.8,3682.68,12.99,10,1
2472,59,43,61,11,0,36,13,27,0.713,0,18,3,40.23,1521.53,1693.36,95.53,41,1
2105,74,35,197,8,29,39,24,6,0.3,9,1,0,86.98,725.46,3071.92,33.35,32,1
4303,39,98,68,10,56,20,21,4,0.152,6,15,8,39.34,803.45,1542.1,26.14,15,0
1100,15,54,141,8,37,37,45,27,0.012,6,19,2,42.92,1350.98,4921.09,29.13,12,0
2340,71,62,108,10,14,39,43,25,0.056,2,8,13,12.92,423.56,1583.97,93.74,20,0
3210,29,69,169,10,24,33,4,0,0.137,6,19,0,31.17,239.1,3029.17,48.28,47,0
2650,3,82,177,10,5,18,7,0,0.02,8,20,8,38.68,521.06,1107.66,43.47,46,0
2583,10,16,188,2,17,26,12,14,0.269,7,3,10,2.65,282.05,2593.83,56.59,38,0
3312,29,8,3,10,0,8,13,7,0.036,2,23,10,42.13,741.6,2900.86,93.08,45,0
4641,79,89,71,3,55,4,44,10,0.554,4,12,13,32.61,1922.13,922.29,30.83,23,1
3606,35,96,16,4,2,4,16,13,0.655,12,14,14,76.56,274.52,627.04,18.08,42,0
4451,6,90,113,1,16,24,6,28,0.71,12,19,12,11.07,1681.74,4868.27,59.55,26,0
2967,12,86,84,4,47,25,14,24,0.439,7,1,9,72.46,1109.85,4467.41,49.17,44,0
3979,38,31,56,5,7,18,48,22,0.757,17,19,13,68.12,1307.93,3303.73,6.2,36,1
2833,77,10,106,3,59,29,31,12,0.005,6,17,9,23.73,374.89,4306.66,52.19,49,1
2603,19,56,47,11,48,35,36,18,0.107,9,24,4,8.83,337.17,486.85,56.24,2,0
181,67,76,171,10,39,15,37,11,0.235,9,23,11,80.13,360.09,3649.59,69.42,11,0
613,8,92,172,2,16,6,41,21,0.631,10,8,14,24.45,1376.8,1435.17,99.55,6,0
3279,8,70,116,6,24,17,35,18,0.708,11,19,13,14.68,1539.54,2702.07,42.16,19,0
4175,47,20,160,8,40,20,10,25,0.495,12,0,8,34.75,1887.21,3826.42,51.02,14,1
2982,4,5,30,7,11,30,17,3,0.307,7,2,2,38.68,834.76,177.06,7.5,0,0
3908,51,23,111,11,28,0,42,27,0.533,16,22,5,31.65,963.33,3477.24,83.16,9,1
3410,67,9,46,1,24,2,30,3,0.145,13,16,10,92.79,978.7,2179.99,9.82,13,1
4521,45,58,133,4,50,30,44,2,0.366,16,10,11,83.8,576.11,2203.97,93.38,14,0
683,8,59,107,3,35,24,7,25,0.406,18,23,10,83.06,693.72,4537.32,34.85,33,0
1152,16,93,71,6,52,7,18,5,0.084,15,24,11,38.48,1739.19,4300.08,33.76,48,0
561,77,80,70,9,53,0,19,4,0.027,8,7,6,91.51,724.94,297.09,32.86,24,0
2994,67,54,161,9,24,6,15,10,0.6,19,20,4,65.3,1784.1,3095.39,95.05,30,1
887,9,46,107,7,28,6,39,24,0.428,9,11,11,79.21,647.42,2184.87,98.01,9,0
2086,60,22,52,9,10,7,44,8,0.266,8,10,7,48.08,717.2,597.89,97.32,36,0
451,78,64,141,8,59,18,22,2,0.35,0,12,9,16.1,1161.53,4256.75,70.48,5,0
4855,77,8,15,5,3,16,39,28,0.766,2,14,5,84.37,239.9,366.84,11.11,5,1
4298,71,20,170,9,13,10,42,8,0.308,10,24,11,46.72,1890.88,170.17,38.64,27,1
1226,15,51,115,7,45,10,30,28,0.083,6,19,5,92.04,1685.93,995.6,28.93,37,0
2548,71,78,72,5,37,37,20,11,0.371,17,24,12,24.96,1383.74,1523.86,70.84,13,0
1189,41,39,73,8,16,1,32,2,0.518,12,16,6,94.28,2024.06,313.8,49.27,12,0
850,22,37,80,7,1,3,42,19,0.01,17,11,7,21.91,64.25,3210.14,61.65,12,0
1671,24,50,11,9,7,27,25,16,0.266,15,18,11,35.61,860.7,2191.38,0.87,9,0
1156,44,34,127,10,35,32,23,20,0.315,15,19,12,56.84,1762.42,2066.82,78.29,15,0
2830,1,75,69,1,9,10,5,11,0.371,9,10,1,66.17,904.96,735.25,95.21,38,0
495,10,33,146,9,6,2,41,24,0.241,8,9,6,68.71,42.57,2194.57,66.94,34,0
2830,72,31,40,7,35,39,30,17,0.534,7,16,8,45.77,350.03,1956.93,85.19,14,1
1346,56,54,180,1,15,4,48,3,0.756,18,21,12,8.22,907.09,1924.38,47.83,22,0
1039,50,44,156,1,13,20,39,9,0.731,2,12,0,47.63,1378.58,1100.65,2.02,36,0
1856,12,34,197,5,15,21,27,17,0.532,8,15,12,32.46,359.91,481.24,99.05,7,0
4276,60,71,58,8,24,36,42,29,0.406,1,19,14,62.82,935.25,1310.93,5.88,25,1
2468,26,62,88,9,40,10,37,7,0.661,18,19,11,18.13,57.78,3339.68,19.28,21,0
4313,78,23,191,6,3,21,7,8,0.669,7,16,0,38.03,994.64,373.89,5.24,4,1
1303,41,46,23,10,28,12,5,18,0.664,17,4,6,91.82,1838.18,1917.8,62.5,33,1
679,36,56,143,8,55,2,15,12,0.126,7,8,12,9.35,1235.08,2576.74,58.32,26,0
2030,23,7,179,6,5,12,42,24,0.02,4,21,13,57.62,920.36,4816.13,20.97,18,0
418,43,89,79,11,0,27,8,5,0.787,5,23,4,9.52,359.11,4220.69,95.67,42,0
1753,6,61,133,6,38,10,9,21,0.768,9,3,0,15.76,440.08,4583.9,91.35,42,0
2145,69,3,164,4,0,10,11,6,0.452,14,8,13,57.86,186.24,4101.81,27.98,34,1
2191,43,38,131,11,50,20,22,27,0.794,3,15,14,42.74,1528.7,2949.68,65.89,44,1
94,25,84,91,5,39,20,34,20,0.616,2,6,12,52.56,187.5,4305.33,85.52,19,0
4717,18,34,165,2,56,6,35,5,0.414,8,13,0,83.71,806.04,2830.58,35.98,46,0
3491,62,44,168,3,2,16,13,10,0.311,15,13,1,77.82,1543.69,1795.16,25.36,37,1
856,13,30,91,3,0,13,11,16,0.474,15,6,10,84.47,1469.05,1867.99,25.62,12,0
519,43,17,80,11,0,32,32,18,0.413,14,23,9,58.93,1196.3,2831.65,82.05,17,0
157,78,59,141,5,38,10,42,27,0.795,8,15,8,47.03,1183.76,4049.1,46.31,17,1
2117,28,10,70,5,20,12,15,24,0.392,16,17,11,44.16,214.1,676.93,71.53,0,0
3716,18,99,178,6,44,0,38,11,0.669,11,5,11,70.54,384.63,205.93,65.03,31,0
1905,59,84,64,5,29,33,1,20,0.651,7,6,2,50.0,1110.04,3949.95,30.62,24,1
2777,60,18,51,6,31,8,46,20,0.057,13,18,8,10.94,733.73,3241.48,20.81,20,1
3940,63,45,29,8,32,12,24,23,0.07,17,7,5,14.34,70.18,4108.34,12.58,26,1
1920,57,91,184,2,47,36,43,26,0.528,11,0,12,34.57,1641.1,4883.62,2.39,10,1
2630,51,59,98,4,21,29,40,26,0.207,13,16,9,7.38,1350.09,1264.46,8.13,47,1
4006,56,62,157,6,29,36,22,12,0.526,19,18,5,23.49,688.78,979.52,25.62,0,0
1469,27,59,97,5,53,6,3,17,0.116,4,21,6,62.7,229.98,1711.48,71.36,18,0
566,32,49,41,1,45,13,14,28,0.318,0,6,9,2.17,1223.86,4391.03,15.49,31,0
4696,9,63,138,9,3,5,2,6,0.082,12,17,10,57.78,734.68,79.68,52.34,7,0
2023,68,87,26,3,22,33,32,24,0.226,13,5,7,73.6,546.86,62.56,24.51,18,0
2116,46,32,151,2,54,15,48,22,0.071,1,20,10,16.99,1486.48,1091.76,51.18,15,0
723,67,10,166,9,43,36,38,27,0.776,15,5,14,18.01,693.55,1885.82,75.0,34,1
2423,26,11,71,7,24,35,33,4,0.316,4,0,2,3.71,306.27,1518.71,26.6,1,0
1645,8,70,17,5,11,5,46,28,0.721,0,9,7,49.17,1003.01,4126.34,34.79,11,0
3351,6,62,76,6,16,7,42,15,0.777,11,22,14,62.53,1702.19,3451.71,72.3,28,0
4753,24,47,44,11,52,23,6,21,0.728,18,7,5,43.95,1744.91,4190.79,54.63,9,1
2998,48,34,114,4,14,2,41,3,0.364,9,6,5,37.61,1744.28,1924.96,9.46,21,1
4756,45,17,86,1,9,3,39,29,0.623,11,8,10,43.71,880.57,2983.09,75.82,33,1
2859,13,54,139,4,34,31,25,27,0.123,18,0,13,74.46,1626.52,2582.12,27.74,20,0
3404,69,76,176,9,54,0,34,22,0.076,15,24,2,4.15,1746.07,2378.89,38.51,36,1
2679,25,85,158,1,51,33,11,0,0.702,16,10,5,74.68,958.43,1447.64,24.52,4,0
1881,20,40,91,10,51,8,46,3,0.025,12,2,10,63.64,674.58,3549.01,54.34,5,0
2876,66,19,21,3,28,11,37,2,0.778,6,17,12,23.69,1447.16,2624.91,70.78,31,1
705,74,67,171,5,11,9,41,28,0.538,2,5,7,50.33,1855.41,402.23,80.32,2,0
4303,45,82,91,7,0,9,7,3,0.336,4,10,12,5.63,1991.86,12.61,92.21,9,0
1639,47,53,191,9,0,22,46,0,0.113,3,4,6,36.68,617.09,111.39,35.92,4,0
4663,63,64,76,6,9,5,48,11,0.579,14,19,9,17.36,1959.64,388.99,93.26,23,0
1451,76,83,24,3,17,23,22,12,0.45,16,3,14,3.1,1038.55,1861.06,61.7,19,0
895,77,47,107,7,46,23,48,1,0.569,11,7,9,34.57,648.97,1535.27,38.96,36,1
4733,55,6,178,4,1,20,39,27,0.334,13,9,6,69.25,2024.61,791.65,88.73,30,1
2481,75,16,134,3,48,30,10,26,0.053,3,2,2,87.58,1801.66,2582.09,57.96,46,1
1385,19,72,108,7,7,29,21,28,0.252,16,12,9,63.25,1427.91,4851.21,45.43,16,0
1263,35,18,133,11,21,33,6,8,0.252,10,16,13,38.79,1836.2,811.88,1.15,48,1
182,53,52,23,11,21,17,49,6,0.007,5,4,2,94.95,1405.88,1260.45,71.75,23,0
1994,26,48,18,7,25,11,1,12,0.008,3,7,4,27.6,919.85,2315.89,7.73,17,0
3311,14,43,82,4,25,34,34,21,0.265,12,18,11,18.59,1943.27,3207.8,28.94,25,0
289,45,39,114,7,8,6,14,1,0.582,19,17,4,44.59,1973.91,3005.25,96.17,41,0
651,44,49,8,11,20,39,36,0,0.499,14,0,8,48.46,665.38,2610.78,15.52,6,0
925,65,12,111,2,30,24,27,17,0.191,17,3,12,34.35,746.46,3688.97,31.18,42,1
3491,51,10,163,1,51,5,9,6,0.482,16,17,8,66.38,803.56,4231.27,93.23,13,0
3273,43,71,101,2,42,0,6,17,0.518,18,13,9,18.28,1689.45,4994.84,33.77,40,0
2034,23,55,167,4,5,15,31,18,0.418,9,23,4,48.97,1626.95,2332.9,32.87,48,0
1661,56,1,151,8,55,3,17,7,0.417,4,10,11,48.01,2013.96,4974.83,64.8,1,1
224,19,49,47,3,13,28,43,22,0.296,11,8,13,78.44,969.87,3655.19,13.14,29,0
601,76,36,190,10,32,37,36,11,0.099,14,12,4,88.14,1517.32,3290.14,97.28,48,0
860,55,21,68,6,6,27,21,10,0.308,3,16,5,63.35,1759.15,3202.02,27.5,16,0
1739,60,37,180,6,23,21,27,26,0.276,7,14,12,29.7,478.0,4554.61,78.57,19,0
2663,59,24,181,9,8,7,41,29,0.474,19,1,12,65.82,1283.04,4740.19,28.76,9,1
2317,33,55,169,9,10,31,28,26,0.685,16,5,7,24.63,1136.18,900.68,27.54,23,0
894,19,25,118,4,55,32,16,8,0.3,5,6,5,91.86,1529.54,2472.18,5.75,43,0
709,28,7,44,9,22,12,35,27,0.568,15,1,13,78.3,1433.98,4707.83,11.93,11,1
4020,52,81,124,6,47,26,36,3,0.649,4,23,10,41.53,1670.59,1916.74,52.2,26,0
3161,49,93,13,2,50,17,35,6,0.169,13,12,12,74.73,659.27,1171.06,57.68,14,0
1442,37,94,156,10,1,17,45,16,0.721,1,9,12,39.41,468.17,522.24,81.58,8,0
691,26,71,133,11,14,12,19,10,0.056,16,15,11,8.01,1655.28,2990.12,6.02,17,0
1191,40,97,134,6,34,21,21,26,0.721,5,8,13,67.44,758.9,3504.36,35.62,47,0
3746,38,71,36,2,35,13,33,1,0.131,10,7,5,39.03,611.75,985.78,20.02,6,0
963,77,24,52,8,51,10,23,22,0.27,1,24,8,88.45,711.03,3371.45,35.79,27,1
1469,54,11,17,4,53,38,6,17,0.484,0,14,0,29.82,165.77,4499.1,35.43,45,1
3757,22,73,37,5,27,21,32,21,0.725,4,21,13,80.27,1590.66,1225.46,35.43,35,0
2559,16,12,186,8,38,35,22,28,0.205,7,6,3,64.96,1473.76,618.78,30.96,2,0
3979,28,35,128,11,43,16,3,25,0.611,3,21,9,81.21,1146.23,4178.77,76.4,43,1
4280,35,63,195,8,3,31,35,11,0.568,18,22,12,28.44,1475.63,4583.07,68.97,15,0
2381,60,68,43,6,9,13,16,8,0.128,4,18,9,44.37,784.24,1082.16,34.15,35,0
3672,45,92,46,4,5,28,42,10,0.384,4,3,11,78.37,627.46,3609.69,14.65,3,0
3690,46,57,34,1,56,5,25,4,0.385,15,8,1,61.52,1770.4,2958.69,51.83,34,0
1773,72,13,59,7,29,3,17,25,0.244,17,18,8,34.83,883.67,1203.59,91.88,8,0
2372,55,23,89,8,53,10,39,6,0.624,10,1,2,49.13,426.96,4120.05,12.36,45,1
1958,26,83,51,9,45,39,13,28,0.741,16,6,9,94.63,1542.07,2357.48,75.3,11,0
390,25,39,7,2,34,9,28,0,0.573,2,21,10,70.73,709.12,3504.67,59.94,9,0
4968,65,88,106,1,48,27,11,23,0.778,17,18,1,58.77,459.09,1514.1,58.86,45,1
4499,6,80,168,4,42,10,10,24,0.04,3,5,7,78.82,86.86,4080.75,93.47,43,0
1951,23,97,130,5,9,34,39,28,0.03,18,14,3,42.55,1988.73,1328.79,95.59,43,0
444,64,12,196,10,57,14,24,4,0.715,8,6,10,90.31,974.06,1830.29,24.38,1,1
4744,43,34,141,1,52,7,38,5,0.718,4,5,1,52.89,358.1,1963.43,80.85,18,0
914,23,71,95,5,31,19,24,12,0.086,3,0,3,31.73,1559.75,1040.07,62.08,12,0
617,30,75,25,6,41,20,33,10,0.286,15,13,6,9.09,1821.5,4373.1,40.88,41,0
3082,77,31,110,3,41,0,17,7,0.668,9,0,14,36.32,1096.38,576.3,66.56,32,1
2356,18,93,197,7,2,28,44,19,0.103,8,24,13,54.45,89.17,2820.01,95.6,0,0
4708,79,62,122,6,55,23,36,1,0.214,15,5,6,67.11,768.13,4072.61,51.69,27,1
1707,21,13,185,4,25,29,35,14,0.545,19,17,0,83.26,522.09,2908.72,94.01,39,0
592,57,31,167,3,14,39,6,9,0.786,16,16,12,89.73,1314.98,1641.21,64.29,5,0
2110,23,2,50,5,16,34,16,7,0.638,17,1,11,10.63,1078.02,3908.96,48.29,2,0
3689,45,15,122,3,26,32,45,1,0.622,14,7,11,57.49,749.17,2500.9,64.42,44,1
4292,44,57,4,10,17,19,28,20,0.274,19,20,0,63.66,1339.39,823.43,60.25,24,0
4644,47,75,76,9,50,15,41,14,0.529,8,22,2,17.17,1210.21,1591.15,42.17,43,1
1653,40,34,159,9,18,8,32,28,0.09,5,22,1,52.29,1859.48,2963.78,56.25,15,0
1537,51,68,0,6,11,30,26,5,0.794,5,1,2,32.47,1235.15,3297.29,70.32,42,0
4313,42,75,181,11,23,16,11,4,0.384,10,15,3,8.28,1055.55,2745.18,83.89,3,0
2677,7,29,10,6,4,30,25,21,0.511,19,3,13,7.19,1692.52,1367.33,30.43,7,0
3668,50,66,180,4,23,22,31,21,0.701,2,1,6,72.37,440.08,2972.83,1.46,38,1
4968,48,16,7,4,26,5,21,2,0.001,11,22,1,58.85,523.03,1668.93,55.12,15,0
3608,6,39,152,2,47,29,45,10,0.781,14,4,6,68.22,1611.68,1132.36,48.93,43,0
1557,9,77,167,10,29,6,3,10,0.287,6,16,14,65.42,923.78,4728.19,5.42,37,0
3157,57,37,31,4,14,39,12,15,0.272,17,1,4,13.63,857.02,1581.22,63.25,22,0
117,31,81,27,8,46,10,40,2,0.116,14,21,14,15.25,1820.35,1684.75,94.14,5,0
3235,21,21,130,10,58,33,46,8,0.687,7,13,7,24.73,1261.98,4484.91,40.22,42,1
4550,40,44,127,2,37,11,41,2,0.697,8,19,7,38.52,1650.66,722.04,89.44,43,0
4752,45,19,61,9,43,26,25,18,0.016,14,6,4,89.28,1664.64,2927.13,81.31,15,0
3770,77,71,26,1,33,11,17,10,0.045,15,14,9,64.35,273.97,3920.72,16.17,15,1
3177,49,8,44,2,26,12,38,13,0.735,19,17,7,24.99,1349.86,1375.59,78.73,22,0
4703,20,77,104,2,19,7,36,1,0.098,2,12,11,6.26,1952.27,4221.96,51.67,15,0
363,17,66,91,11,40,15,36,6,0.497,4,11,13,65.32,999.73,3850.55,91.86,35,0
4686,28,41,24,6,31,28,19,9,0.496,2,1,8,59.78,1508.08,2435.61,18.94,11,1
630,41,75,188,7,3,34,44,9,0.696,1,11,6,64.52,1174.53,602.39,12.5,36,0
1747,66,88,43,3,4,28,2,19,0.458,1,5,5,25.55,444.97,4850.83,24.13,8,0
2310,25,70,173,11,52,30,17,0,0.347,3,23,6,49.59,425.51,3124.91,5.96,17,0
1874,58,61,141,9,57,12,30,5,0.78,2,0,6,35.0,906.61,2590.32,32.01,8,1
2628,41,26,135,5,7,11,47,20,0.183,8,20,2,77.86,1005.71,4428.39,28.3,47,1
2099,6,71,175,5,21,1,10,13,0.21,11,0,5,7.52,1046.32,2112.57,41.62,20,0
2344,75,83,141,11,41,32,35,26,0.068,8,14,5,26.89,1957.28,2822.57,46.3,0,0
4647,38,70,192,4,6,7,36,1,0.78,18,15,10,57.68,234.11,4293.48,14.47,22,0
1197,6,29,79,9,21,39,33,5,0.565,11,21,8,20.29,799.14,1970.93,61.94,4,0
1111,45,66,81,8,45,31,1,0,0.01,15,6,0,64.24,1069.33,3864.23,22.36,18,0
4999,75,19,134,4,29,37,18,2,0.563,0,21,12,13.86,1973.64,1288.13,12.19,34,1
